南园1舍;83688669;鼓楼;1000
南园2舍;83596002;鼓楼;1000
南园3舍;83596003;鼓楼;1000
南园4舍;83596004;鼓楼;800
南园5舍;83686000;鼓楼;800
南园7舍;83596007;鼓楼;800
南园11舍;83596011;鼓楼;800
南园18舍;83596018;鼓楼;800
南园19舍;83596018;鼓楼;800
南园20舍;83596020;鼓楼;800
陶园1舍;83594441;鼓楼;1000
6幢;89680006;仙林;1200
8幢;89680008;仙林;1200
9幢;89680009;仙林;1200
12幢;89680012;仙林;1200
13幢;89680013;仙林;1200
14幢;89680014;仙林;1200
16幢;89681016;仙林;1200
17幢;89681017;仙林;1200
18幢;89681018;仙林;1200
19幢;89680019;仙林;1200
20幢;89680020;仙林;1200
25幢;89680025;仙林;1200
